invoice_id,customer_code,product_code,quantity,unit_price,invoice_date,row_id,revenue,date,weekday,weekday_num,year_month
10,customer7,855341201,20.0,680020,21/01/1404,6,13600400,2025-04-10,Thursday,3,2025-04
10,customer7,855321301,250.0,43890,21/01/1404,7,10972500,2025-04-10,Thursday,3,2025-04
10,customer7,855321101,360.0,33330,21/01/1404,8,11998800,2025-04-10,Thursday,3,2025-04
10,customer7,855341101,20.0,414920,21/01/1404,9,8298400,2025-04-10,Thursday,3,2025-04
10,customer7,861645155,10.0,2375560,21/01/1404,10,23755600,2025-04-10,Thursday,3,2025-04
12,customer8,855311134,10.0,8268480,18/01/1404,1,82684800,2025-04-07,Monday,0,2025-04
12,customer8,371016,2000.0,32780,18/01/1404,2,65560000,2025-04-07,Monday,0,2025-04
12,customer8,371020,1000.0,41470,18/01/1404,3,41470000,2025-04-07,Monday,0,2025-04
13,customer9,855211326,24.0,3179440,19/01/1404,1,76306560,2025-04-08,Tuesday,1,2025-04
13,customer9,855311237,2.0,24768920,19/01/1404,2,49537840,2025-04-08,Tuesday,1,2025-04
13,customer9,855311238,4.0,28935500,19/01/1404,3,115742000,2025-04-08,Tuesday,1,2025-04
13,customer9,855311239,3.0,31838730,19/01/1404,4,95516190,2025-04-08,Tuesday,1,2025-04
13,customer9,962,36.0,547580,19/01/1404,5,19712880,2025-04-08,Tuesday,1,2025-04
13,customer9,323085,2.0,15389400,19/01/1404,6,30778800,2025-04-08,Tuesday,1,2025-04
13,customer9,855121906,40.0,1102200,19/01/1404,7,44088000,2025-04-08,Tuesday,1,2025-04
13,customer9,855121908,15.0,2337060,19/01/1404,8,35055900,2025-04-08,Tuesday,1,2025-04
13,customer9,855121242,12.0,2335320,19/01/1404,9,28023840,2025-04-08,Tuesday,1,2025-04
13,customer9,861641102,96.0,1719190,19/01/1404,10,165042240,2025-04-08,Tuesday,1,2025-04
14,customer9,1273,100.0,360000,19/01/1404,1,36000000,2025-04-08,Tuesday,1,2025-04
14,customer9,1281,12.0,342000,19/01/1404,2,4104000,2025-04-08,Tuesday,1,2025-04
14,customer9,1142,50.0,222000,19/01/1404,3,11100000,2025-04-08,Tuesday,1,2025-04
14,customer9,1140,60.0,595000,19/01/1404,4,35700000,2025-04-08,Tuesday,1,2025-04
14,customer9,1148,25.0,463000,19/01/1404,5,11575000,2025-04-08,Tuesday,1,2025-04
14,customer9,1146,40.0,1290000,19/01/1404,6,51600000,2025-04-08,Tuesday,1,2025-04
14,customer9,1144,48.0,770000,19/01/1404,7,36960000,2025-04-08,Tuesday,1,2025-04
14,customer9,1145,20.0,264000,19/01/1404,8,5280000,2025-04-08,Tuesday,1,2025-04
14,customer9,1155,12.0,1120000,19/01/1404,9,13440000,2025-04-08,Tuesday,1,2025-04
14,customer9,1151,14.0,1275000,19/01/1404,10,17850000,2025-04-08,Tuesday,1,2025-04
14,customer9,1150,20.0,393000,19/01/1404,11,7860000,2025-04-08,Tuesday,1,2025-04
14,customer9,1271,50.0,152000,19/01/1404,12,7600000,2025-04-08,Tuesday,1,2025-04
14,customer9,1158,20.0,920000,19/01/1404,13,18400000,2025-04-08,Tuesday,1,2025-04
15,customer10,879516158,1.0,53500000,21/01/1404,1,53500000,2025-04-10,Thursday,3,2025-04
15,customer10,879516167,1.0,18000000,21/01/1404,2,18000000,2025-04-10,Thursday,3,2025-04
15,customer10,879516159,1.0,31000000,21/01/1404,3,31000000,2025-04-10,Thursday,3,2025-04
15,customer10,879516160,1.0,18636000,21/01/1404,4,18636000,2025-04-10,Thursday,3,2025-04
15,customer10,417,3.0,1000000,21/01/1404,5,3000000,2025-04-10,Thursday,3,2025-04
15,customer10,516,1.0,1500000,21/01/1404,6,1500000,2025-04-10,Thursday,3,2025-04
15,customer10,747,3.0,950000,21/01/1404,7,2850000,2025-04-10,Thursday,3,2025-04
16,customer10,855121442,1.0,2699070,21/01/1404,1,2699070,2025-04-10,Thursday,3,2025-04
16,customer10,807261401,25.0,24640,21/01/1404,2,616000,2025-04-10,Thursday,3,2025-04
16,customer10,641412,2.0,6115230,21/01/1404,3,12230460,2025-04-10,Thursday,3,2025-04
16,customer10,807311113,6.0,113960,21/01/1404,4,683760,2025-04-10,Thursday,3,2025-04
16,customer10,855121102,4.0,587950,21/01/1404,5,2351800,2025-04-10,Thursday,3,2025-04
16,customer10,855121908,2.0,2337060,21/01/1404,6,4674120,2025-04-10,Thursday,3,2025-04
16,customer10,855121906,1.0,1102200,21/01/1404,7,1102200,2025-04-10,Thursday,3,2025-04
16,customer10,855311134,2.0,10080400,21/01/1404,8,20160800,2025-04-10,Thursday,3,2025-04
16,customer10,807311110,5.0,60500,21/01/1404,9,302500,2025-04-10,Thursday,3,2025-04
16,customer10,323065,1.0,12841700,21/01/1404,10,12841700,2025-04-10,Thursday,3,2025-04
16,customer10,807311125,1.0,340890,21/01/1404,11,340890,2025-04-10,Thursday,3,2025-04
16,customer10,855162410,2.0,1782330,21/01/1404,12,3564660,2025-04-10,Thursday,3,2025-04
16,customer10,807311119,8.0,276210,21/01/1404,13,2209680,2025-04-10,Thursday,3,2025-04
16,customer10,855161710,1.0,1369500,21/01/1404,14,1369500,2025-04-10,Thursday,3,2025-04
16,customer10,855162436,2.0,6397710,21/01/1404,15,12795420,2025-04-10,Thursday,3,2025-04
16,customer10,641642,1.0,3598540,21/01/1404,16,3598540,2025-04-10,Thursday,3,2025-04
16,customer10,855121142,2.0,1139270,21/01/1404,17,2278540,2025-04-10,Thursday,3,2025-04
16,customer10,641436,2.0,11215930,21/01/1404,18,22431860,2025-04-10,Thursday,3,2025-04
16,customer10,323035,1.0,9238800,21/01/1404,19,9238800,2025-04-10,Thursday,3,2025-04
16,customer10,855121235,4.0,1051710,21/01/1404,20,4206840,2025-04-10,Thursday,3,2025-04
16,customer10,855162642,2.0,1853280,21/01/1404,21,3706560,2025-04-10,Thursday,3,2025-04
16,customer10,547,20.0,67650,21/01/1404,22,1353000,2025-04-10,Thursday,3,2025-04
16,customer10,371016,300.0,32780,21/01/1404,23,9834000,2025-04-10,Thursday,3,2025-04
16,customer10,371020,30.0,41470,21/01/1404,24,1244100,2025-04-10,Thursday,3,2025-04
16,customer10,855311238,2.0,28935500,21/01/1404,25,57871000,2025-04-10,Thursday,3,2025-04
17,customer11,1140,60.0,595000,21/01/1404,1,35700000,2025-04-10,Thursday,3,2025-04
17,customer11,1142,50.0,222000,21/01/1404,2,11100000,2025-04-10,Thursday,3,2025-04
17,customer11,1141,30.0,452000,21/01/1404,3,13560000,2025-04-10,Thursday,3,2025-04
17,customer11,1135,15.0,5670000,21/01/1404,4,85050000,2025-04-10,Thursday,3,2025-04
17,customer11,1134,20.0,8190000,21/01/1404,5,163800000,2025-04-10,Thursday,3,2025-04
17,customer11,1136,20.0,4320000,21/01/1404,6,86400000,2025-04-10,Thursday,3,2025-04
17,customer11,1155,10.0,1120000,21/01/1404,7,11200000,2025-04-10,Thursday,3,2025-04
17,customer11,1147,20.0,934000,21/01/1404,8,18680000,2025-04-10,Thursday,3,2025-04
17,customer11,1148,25.0,463000,21/01/1404,9,11575000,2025-04-10,Thursday,3,2025-04
17,customer11,1146,20.0,1290000,21/01/1404,10,25800000,2025-04-10,Thursday,3,2025-04
17,customer11,1145,40.0,264000,21/01/1404,11,10560000,2025-04-10,Thursday,3,2025-04
17,customer11,1143,20.0,545000,21/01/1404,12,10900000,2025-04-10,Thursday,3,2025-04
17,customer11,1144,30.0,770000,21/01/1404,13,23100000,2025-04-10,Thursday,3,2025-04
17,customer11,1267,15.0,413000,21/01/1404,14,6195000,2025-04-10,Thursday,3,2025-04
17,customer11,1198,15.0,730000,21/01/1404,15,10950000,2025-04-10,Thursday,3,2025-04
18,customer11,855321761,20.0,82280,21/01/1404,1,1645600,2025-04-10,Thursday,3,2025-04
18,customer11,855341301,120.0,436370,21/01/1404,2,52364400,2025-04-10,Thursday,3,2025-04
18,customer11,855341401,10.0,992970,21/01/1404,3,9929700,2025-04-10,Thursday,3,2025-04
18,customer11,861645155,10.0,2375560,21/01/1404,4,23755600,2025-04-10,Thursday,3,2025-04
18,customer11,855321501,170.0,61710,21/01/1404,5,10490700,2025-04-10,Thursday,3,2025-04
18,customer11,855341101,15.0,414920,21/01/1404,6,6223800,2025-04-10,Thursday,3,2025-04
18,customer11,855321301,250.0,43890,21/01/1404,7,10972500,2025-04-10,Thursday,3,2025-04
18,customer11,855341201,10.0,680020,21/01/1404,8,6800200,2025-04-10,Thursday,3,2025-04
18,customer11,855321201,50.0,31900,21/01/1404,9,1595000,2025-04-10,Thursday,3,2025-04
18,customer11,861645151,10.0,1600060,21/01/1404,10,16000600,2025-04-10,Thursday,3,2025-04
18,customer11,855341701,10.0,481140,21/01/1404,11,4811400,2025-04-10,Thursday,3,2025-04
18,customer11,962,36.0,547580,21/01/1404,12,19712880,2025-04-10,Thursday,3,2025-04
18,customer11,819161020,280.0,258280,21/01/1404,13,72318400,2025-04-10,Thursday,3,2025-04
18,customer11,819161025,100.0,411730,21/01/1404,14,41173000,2025-04-10,Thursday,3,2025-04
19,customer12,641412,3.0,6115230,23/01/1404,1,18345690,2025-04-12,Saturday,5,2025-04
19,customer12,641436,4.0,11215930,23/01/1404,2,44863720,2025-04-12,Saturday,5,2025-04
19,customer12,855141534,2.0,2576310,23/01/1404,3,5152620,2025-04-12,Saturday,5,2025-04
19,customer12,855161702,3.0,1134650,23/01/1404,4,3403950,2025-04-12,Saturday,5,2025-04
19,customer12,813121016,100.0,339240,23/01/1404,5,33924000,2025-04-12,Saturday,5,2025-04
19,customer12,855121906,2.0,1102200,23/01/1404,6,2204400,2025-04-12,Saturday,5,2025-04
21,customer13,879516185,1.0,88550000,23/01/1404,1,88550000,2025-04-12,Saturday,5,2025-04
21,customer13,879516179,1.0,95380000,23/01/1404,2,95380000,2025-04-12,Saturday,5,2025-04
21,customer13,879516170,2.0,19520000,23/01/1404,3,39040000,2025-04-12,Saturday,5,2025-04
21,customer13,879516171,2.0,18770000,23/01/1404,4,37540000,2025-04-12,Saturday,5,2025-04
21,customer13,879516172,2.0,25280000,23/01/1404,5,50560000,2025-04-12,Saturday,5,2025-04
21,customer13,879516173,2.0,18480000,23/01/1404,6,36960000,2025-04-12,Saturday,5,2025-04
21,customer13,879516061,1.0,74830000,23/01/1404,7,74830000,2025-04-12,Saturday,5,2025-04
21,customer13,879516062,1.0,74830000,23/01/1404,8,74830000,2025-04-12,Saturday,5,2025-04
21,customer13,879516063,1.0,70280000,23/01/1404,9,70280000,2025-04-12,Saturday,5,2025-04
21,customer13,879516197,1.0,74450000,23/01/1404,10,74450000,2025-04-12,Saturday,5,2025-04
22,customer13,879516127,10.0,6268350,23/01/1404,1,62683500,2025-04-12,Saturday,5,2025-04
22,customer13,962,36.0,547580,23/01/1404,2,19712880,2025-04-12,Saturday,5,2025-04
23,customer14,879157,10.0,250000,23/01/1404,1,2500000,2025-04-12,Saturday,5,2025-04
23,customer14,1422,3.0,16600000,23/01/1404,2,49800000,2025-04-12,Saturday,5,2025-04
23,customer14,400,60.0,310000,23/01/1404,3,18600000,2025-04-12,Saturday,5,2025-04
23,customer14,323095,2.0,19044700,23/01/1404,4,38089400,2025-04-12,Saturday,5,2025-04
23,customer14,1264,4.0,12770000,23/01/1404,5,51080000,2025-04-12,Saturday,5,2025-04
23,customer14,1266,4.0,6760000,23/01/1404,6,27040000,2025-04-12,Saturday,5,2025-04
24,customer15,546,20.0,52360,23/01/1404,1,1047200,2025-04-12,Saturday,5,2025-04
24,customer15,547,90.0,67650,23/01/1404,2,6088500,2025-04-12,Saturday,5,2025-04
25,customer7,1144,60.0,770000,23/01/1404,1,46200000,2025-04-12,Saturday,5,2025-04
25,customer7,1143,100.0,545000,23/01/1404,2,54500000,2025-04-12,Saturday,5,2025-04
25,customer7,1136,20.0,4320000,23/01/1404,3,86400000,2025-04-12,Saturday,5,2025-04
25,customer7,1134,10.0,8190000,23/01/1404,4,81900000,2025-04-12,Saturday,5,2025-04
25,customer7,1135,10.0,5670000,23/01/1404,5,56700000,2025-04-12,Saturday,5,2025-04
25,customer7,1140,60.0,595000,23/01/1404,6,35700000,2025-04-12,Saturday,5,2025-04
26,customer16,962,144.0,547580,23/01/1404,1,78851520,2025-04-12,Saturday,5,2025-04
27,customer17,676,1.0,3500000,24/01/1404,1,3500000,2025-04-13,Sunday,6,2025-04
27,customer17,879516117,1.0,35000000,24/01/1404,2,35000000,2025-04-13,Sunday,6,2025-04
28,customer9,905,20.0,654170,24/01/1404,1,13083400,2025-04-13,Sunday,6,2025-04
28,customer9,962,36.0,547580,24/01/1404,2,19712880,2025-04-13,Sunday,6,2025-04
28,customer9,1140,120.0,595000,24/01/1404,3,71400000,2025-04-13,Sunday,6,2025-04
28,customer9,1144,60.0,770000,24/01/1404,4,46200000,2025-04-13,Sunday,6,2025-04
28,customer9,1266,13.0,8110000,24/01/1404,5,105430000,2025-04-13,Sunday,6,2025-04
28,customer9,1271,70.0,152000,24/01/1404,6,10640000,2025-04-13,Sunday,6,2025-04
28,customer9,1264,25.0,15100000,24/01/1404,7,377500000,2025-04-13,Sunday,6,2025-04
29,customer18,855121235,3.0,1051710,25/01/1404,1,3155130,2025-04-14,Monday,0,2025-04
29,customer18,641312,1.0,5886980,25/01/1404,2,5886980,2025-04-14,Monday,0,2025-04
29,customer18,855211336,2.0,7241630,25/01/1404,3,14483260,2025-04-14,Monday,0,2025-04
29,customer18,547,10.0,67650,25/01/1404,4,676500,2025-04-14,Monday,0,2025-04
29,customer18,855311238,2.0,28935500,25/01/1404,5,57871000,2025-04-14,Monday,0,2025-04
29,customer18,92632,10.0,1567720,25/01/1404,6,15677200,2025-04-14,Monday,0,2025-04
29,customer18,855121244,2.0,1952170,25/01/1404,7,3904340,2025-04-14,Monday,0,2025-04
30,customer18,879157,6.0,250000,25/01/1404,1,1500000,2025-04-14,Monday,0,2025-04
30,customer18,747,1.0,950000,25/01/1404,2,950000,2025-04-14,Monday,0,2025-04
31,customer19,855321309,4.0,115830,24/01/1404,1,463320,2025-04-13,Sunday,6,2025-04
31,customer19,855311134,2.0,10080400,24/01/1404,2,20160800,2025-04-13,Sunday,6,2025-04
31,customer19,807261409,2.0,72160,24/01/1404,3,144320,2025-04-13,Sunday,6,2025-04
31,customer19,855211336,4.0,7241630,24/01/1404,4,28966520,2025-04-13,Sunday,6,2025-04
31,customer19,819121032,4.0,1078660,24/01/1404,5,4314640,2025-04-13,Sunday,6,2025-04
31,customer19,323035,1.0,9238800,24/01/1404,6,9238800,2025-04-13,Sunday,6,2025-04
32,customer19,516,1.0,1500000,25/01/1404,1,1500000,2025-04-14,Monday,0,2025-04
34,customer18,879516116,1.0,1500000,25/01/1404,1,1500000,2025-04-14,Monday,0,2025-04
34,customer18,879245,1.0,2400000,25/01/1404,2,2400000,2025-04-14,Monday,0,2025-04
34,customer18,879516017,1.0,9000000,25/01/1404,3,9000000,2025-04-14,Monday,0,2025-04
34,customer18,879162,2.0,3200000,25/01/1404,4,6400000,2025-04-14,Monday,0,2025-04
34,customer18,879161,2.0,2500000,25/01/1404,5,5000000,2025-04-14,Monday,0,2025-04
34,customer18,879001,1.0,7000000,25/01/1404,6,7000000,2025-04-14,Monday,0,2025-04
34,customer18,1233,1.0,500000,25/01/1404,7,500000,2025-04-14,Monday,0,2025-04
34,customer18,611,1.0,600000,25/01/1404,8,600000,2025-04-14,Monday,0,2025-04
34,customer18,684,1.0,9500000,25/01/1404,9,9500000,2025-04-14,Monday,0,2025-04
34,customer18,641522,2.0,3521980,25/01/1404,10,7043960,2025-04-14,Monday,0,2025-04
34,customer18,641524,2.0,3967700,25/01/1404,11,7935400,2025-04-14,Monday,0,2025-04
36,customer20,855321701,2.0,28160,26/01/1404,1,56320,2025-04-15,Tuesday,1,2025-04
36,customer20,855321371,15.0,71390,26/01/1404,2,1070850,2025-04-15,Tuesday,1,2025-04
36,customer20,855321705,2.0,40700,26/01/1404,3,81400,2025-04-15,Tuesday,1,2025-04
36,customer20,1158,3.0,920000,26/01/1404,4,2760000,2025-04-15,Tuesday,1,2025-04
36,customer20,1265,2.0,11340000,26/01/1404,5,22680000,2025-04-15,Tuesday,1,2025-04
36,customer20,1266,3.0,8110000,26/01/1404,6,24330000,2025-04-15,Tuesday,1,2025-04
36,customer20,1264,2.5,15100000,26/01/1404,7,37750000,2025-04-15,Tuesday,1,2025-04
36,customer20,1153,1.0,365000,26/01/1404,8,365000,2025-04-15,Tuesday,1,2025-04
36,customer20,1152,7.0,148000,26/01/1404,9,1036000,2025-04-15,Tuesday,1,2025-04
36,customer20,1151,1.0,1275000,26/01/1404,10,1275000,2025-04-15,Tuesday,1,2025-04
36,customer20,1150,6.0,393000,26/01/1404,11,2358000,2025-04-15,Tuesday,1,2025-04
36,customer20,1146,2.0,1290000,26/01/1404,12,2580000,2025-04-15,Tuesday,1,2025-04
36,customer20,1145,7.0,264000,26/01/1404,13,1848000,2025-04-15,Tuesday,1,2025-04
36,customer20,819121020,40.0,338140,26/01/1404,14,13525600,2025-04-15,Tuesday,1,2025-04
36,customer20,819121025,60.0,536470,26/01/1404,15,32188200,2025-04-15,Tuesday,1,2025-04
36,customer20,962,12.0,547580,26/01/1404,16,6570960,2025-04-15,Tuesday,1,2025-04
36,customer20,1140,10.0,595000,26/01/1404,17,5950000,2025-04-15,Tuesday,1,2025-04
36,customer20,1141,10.0,452000,26/01/1404,18,4520000,2025-04-15,Tuesday,1,2025-04
36,customer20,1142,25.0,222000,26/01/1404,19,5550000,2025-04-15,Tuesday,1,2025-04
36,customer20,1138,2.0,355000,26/01/1404,20,710000,2025-04-15,Tuesday,1,2025-04
36,customer20,855321105,10.0,40700,26/01/1404,21,407000,2025-04-15,Tuesday,1,2025-04
36,customer20,855321605,10.0,80190,26/01/1404,22,801900,2025-04-15,Tuesday,1,2025-04
36,customer20,855341309,2.0,520080,26/01/1404,23,1040160,2025-04-15,Tuesday,1,2025-04
36,customer20,855321505,10.0,87340,26/01/1404,24,873400,2025-04-15,Tuesday,1,2025-04
36,customer20,855341101,3.0,414920,26/01/1404,25,1244760,2025-04-15,Tuesday,1,2025-04
36,customer20,855321101,8.0,33330,26/01/1404,26,266640,2025-04-15,Tuesday,1,2025-04
36,customer20,855321501,10.0,61710,26/01/1404,27,617100,2025-04-15,Tuesday,1,2025-04
36,customer20,855321305,15.0,69080,26/01/1404,28,1036200,2025-04-15,Tuesday,1,2025-04
36,customer20,855321301,15.0,43890,26/01/1404,29,658350,2025-04-15,Tuesday,1,2025-04
36,customer20,855645155,1.0,2375560,26/01/1404,30,2375560,2025-04-15,Tuesday,1,2025-04
36,customer20,855341401,10.0,992970,26/01/1404,31,9929700,2025-04-15,Tuesday,1,2025-04
36,customer20,855341301,4.0,436370,26/01/1404,32,1745480,2025-04-15,Tuesday,1,2025-04
36,customer20,1273,8.0,360000,26/01/1404,33,2880000,2025-04-15,Tuesday,1,2025-04
36,customer20,1391,1.0,519000,26/01/1404,34,519000,2025-04-15,Tuesday,1,2025-04
36,customer20,807261401,20.0,24640,26/01/1404,35,492800,2025-04-15,Tuesday,1,2025-04
36,customer20,879284,20.0,152000,26/01/1404,36,3040000,2025-04-15,Tuesday,1,2025-04
36,customer20,879285,7.0,280000,26/01/1404,37,1960000,2025-04-15,Tuesday,1,2025-04
38,customer21,819121020,140.0,338140,24/01/1404,1,47339600,2025-04-13,Sunday,6,2025-04
40,customer22,129,4.0,1900000,24/01/1404,1,7600000,2025-04-13,Sunday,6,2025-04
40,customer22,149,1.0,45000000,24/01/1404,2,45000000,2025-04-13,Sunday,6,2025-04
40,customer22,134,1.0,600000,24/01/1404,3,600000,2025-04-13,Sunday,6,2025-04
40,customer22,855161702,8.0,1134650,24/01/1404,4,9077200,2025-04-13,Sunday,6,2025-04
40,customer22,344,1.0,600000,24/01/1404,5,600000,2025-04-13,Sunday,6,2025-04
40,customer22,417,4.0,600000,24/01/1404,6,2400000,2025-04-13,Sunday,6,2025-04
40,customer22,855121132,8.0,1376540,24/01/1404,7,11012320,2025-04-13,Sunday,6,2025-04
40,customer22,855121235,2.0,1051710,24/01/1404,8,2103420,2025-04-13,Sunday,6,2025-04
